timestamp,open,high,low,close
2025-10-05 16:00:00,123331.0,123331.0,122749.0,122821.0
2025-10-05 20:00:00,122830.0,123404.0,122605.0,122605.0
2025-10-06 00:00:00,122538.0,123526.0,122538.0,123506.0
2025-10-06 04:00:00,123489.0,124142.0,123221.0,123953.0
2025-10-06 08:00:00,123866.0,124123.0,123373.0,123377.0
2025-10-06 12:00:00,123474.0,124418.0,123474.0,124257.0
2025-10-06 16:00:00,124239.0,125302.0,124239.0,125195.0
2025-10-06 20:00:00,124950.0,126080.0,124863.0,125375.0
2025-10-07 00:00:00,125496.0,125496.0,124734.0,124774.0
2025-10-07 04:00:00,124740.0,125079.0,124188.0,124339.0
2025-10-07 08:00:00,124312.0,124649.0,123711.0,123715.0
2025-10-07 12:00:00,123665.0,124554.0,123490.0,124554.0
2025-10-07 16:00:00,124504.0,125108.0,121479.0,121632.0
2025-10-07 20:00:00,121889.0,122072.0,120702.0,121778.0
2025-10-08 00:00:00,121671.0,122225.0,121460.0,121519.0
2025-10-08 04:00:00,121463.0,122239.0,121336.0,121342.0
2025-10-08 08:00:00,121396.0,121875.0,121142.0,121485.0
2025-10-08 12:00:00,121676.0,123191.0,121647.0,122885.0
2025-10-08 16:00:00,122934.0,123041.0,121829.0,122171.0
2025-10-08 20:00:00,122261.0,124072.0,122261.0,123480.0
2025-10-09 00:00:00,123400.0,123612.0,123037.0,123353.0
2025-10-09 04:00:00,123343.0,123343.0,121594.0,122041.0
2025-10-09 08:00:00,122068.0,122255.0,121764.0,121986.0
2025-10-09 12:00:00,121933.0,122835.0,121235.0,122799.0
2025-10-09 16:00:00,122801.0,123548.0,120923.0,121244.0
2025-10-09 20:00:00,121193.0,121388.0,119967.0,121068.0
2025-10-10 00:00:00,121015.0,121772.0,120927.0,121698.0
2025-10-10 04:00:00,121719.0,121889.0,121038.0,121271.0
2025-10-10 08:00:00,121139.0,121712.0,121034.0,121125.0
2025-10-10 12:00:00,120993.0,121752.0,120993.0,121626.0
2025-10-10 16:00:00,121581.0,122359.0,118987.0,119153.0
2025-10-10 20:00:00,118903.0,119329.0,116242.0,116954.0
2025-10-11 00:00:00,116743.0,117092.0,105896.0,113202.0
2025-10-11 04:00:00,113044.0,113366.0,111308.0,112216.0
2025-10-11 08:00:00,112321.0,113034.0,110434.0,110434.0
2025-10-11 12:00:00,110482.0,112401.0,110393.0,112327.0
2025-10-11 16:00:00,112324.0,112576.0,112008.0,112030.0
2025-10-11 20:00:00,111980.0,112246.0,111094.0,111094.0
2025-10-12 00:00:00,111323.0,111323.0,109965.0,110853.0
2025-10-12 04:00:00,110655.0,111151.0,109862.0,110810.0
2025-10-12 08:00:00,110767.0,112008.0,110767.0,111610.0
2025-10-12 12:00:00,111627.0,112070.0,111247.0,111850.0
2025-10-12 16:00:00,111882.0,113508.0,111276.0,113239.0
2025-10-12 20:00:00,113766.0,114551.0,113613.0,114410.0
2025-10-13 00:00:00,114658.0,115546.0,114541.0,115190.0
2025-10-13 04:00:00,115061.0,115792.0,114822.0,114822.0
2025-10-13 08:00:00,115022.0,115570.0,114592.0,115298.0
2025-10-13 12:00:00,115346.0,115454.0,113968.0,114447.0
2025-10-13 16:00:00,114189.0,115479.0,114005.0,114460.0
2025-10-13 20:00:00,114699.0,115934.0,114380.0,115934.0
2025-10-14 00:00:00,115903.0,115903.0,115179.0,115222.0
2025-10-14 04:00:00,115227.0,115406.0,113431.0,113694.0
2025-10-14 08:00:00,113638.0,113638.0,111670.0,111670.0
2025-10-14 12:00:00,111655.0,112158.0,110256.0,111452.0
2025-10-14 16:00:00,111201.0,112668.0,110456.0,112668.0
2025-10-14 20:00:00,112786.0,113466.0,112184.0,112716.0
2025-10-15 00:00:00,112644.0,113537.0,112480.0,113157.0
2025-10-15 04:00:00,113066.0,113527.0,111997.0,112124.0
2025-10-15 08:00:00,112088.0,112593.0,111930.0,112593.0
2025-10-15 12:00:00,112713.0,113407.0,111985.0,111985.0
2025-10-15 16:00:00,111972.0,112241.0,110524.0,110768.0
2025-10-15 20:00:00,110910.0,111543.0,110392.0,111171.0
2025-10-16 00:00:00,111311.0,111549.0,110672.0,110709.0
2025-10-16 04:00:00,110844.0,111723.0,110462.0,111563.0
2025-10-16 08:00:00,111422.0,111693.0,110689.0,110689.0
2025-10-16 12:00:00,110590.0,111619.0,109764.0,111318.0
2025-10-16 16:00:00,111444.0,111758.0,108706.0,108706.0
2025-10-16 20:00:00,108543.0,108998.0,107840.0,108357.0
2025-10-17 00:00:00,108319.0,108418.0,107700.0,108077.0
2025-10-17 04:00:00,108168.0,109173.0,107985.0,109173.0
2025-10-17 08:00:00,109181.0,109200.0,105721.0,105721.0
2025-10-17 12:00:00,105574.0,106256.0,103856.0,105638.0
2025-10-17 16:00:00,105638.0,106568.0,104747.0,106568.0
2025-10-17 20:00:00,106826.0,107411.0,106223.0,106567.0
2025-10-18 00:00:00,106419.0,107449.0,106419.0,106444.0
2025-10-18 04:00:00,106484.0,107311.0,106414.0,107129.0
2025-10-18 08:00:00,106933.0,107388.0,106499.0,107023.0
2025-10-18 12:00:00,106691.0,107145.0,106691.0,106980.0
2025-10-18 16:00:00,107186.0,107294.0,106838.0,106993.0
2025-10-18 20:00:00,106990.0,107081.0,106543.0,107061.0
2025-10-19 00:00:00,107094.0,107282.0,106916.0,107156.0
2025-10-19 04:00:00,107210.0,107301.0,106799.0,107278.0
2025-10-19 08:00:00,107271.0,107271.0,106697.0,106815.0
2025-10-19 12:00:00,106805.0,108142.0,106222.0,107746.0
2025-10-19 16:00:00,107804.0,108565.0,107453.0,108430.0
2025-10-19 20:00:00,108509.0,109461.0,108332.0,108954.0
2025-10-20 00:00:00,109014.0,109356.0,108542.0,108621.0
2025-10-20 04:00:00,108656.0,110200.0,107542.0,110200.0
2025-10-20 08:00:00,110214.0,111374.0,110055.0,111155.0
2025-10-20 12:00:00,111196.0,111371.0,110682.0,111032.0
2025-10-20 16:00:00,111029.0,111555.0,110637.0,111427.0
2025-10-20 20:00:00,110869.0,111280.0,109951.0,110827.0
2025-10-21 00:00:00,110828.0,111201.0,110472.0,110609.0
2025-10-21 04:00:00,110536.0,110536.0,109272.0,109272.0
2025-10-21 08:00:00,109133.0,109133.0,107576.0,108132.0
2025-10-21 12:00:00,108070.0,108737.0,107557.0,108612.0
2025-10-21 16:00:00,108617.0,113429.0,108309.0,113349.0
2025-10-21 20:00:00,113428.0,113804.0,111655.0,112007.0
2025-10-22 00:00:00,111787.0,111787.0,108339.0,108486.0
2025-10-22 04:00:00,108302.0,108682.0,107968.0,108155.0
2025-10-22 08:00:00,108233.0,108647.0,107685.0,108276.0
2025-10-22 12:00:00,108251.0,108368.0,107393.0,107509.0
2025-10-22 16:00:00,107556.0,108936.0,107556.0,108483.0
2025-10-22 20:00:00,108395.0,108598.0,107656.0,108010.0
2025-10-23 00:00:00,108009.0,108009.0,106786.0,107618.0
2025-10-23 04:00:00,107591.0,108715.0,107581.0,108427.0
2025-10-23 08:00:00,108429.0,110162.0,108391.0,109330.0
2025-10-23 12:00:00,109584.0,109841.0,109209.0,109224.0
2025-10-23 16:00:00,109193.0,110088.0,108872.0,110011.0
2025-10-23 20:00:00,110019.0,111295.0,109714.0,110351.0
2025-10-24 00:00:00,110259.0,110259.0,109478.0,110049.0
2025-10-24 04:00:00,110109.0,110790.0,110055.0,110475.0
2025-10-24 08:00:00,110434.0,111481.0,110434.0,110991.0
2025-10-24 12:00:00,111064.0,111501.0,110813.0,111052.0
2025-10-24 16:00:00,111148.0,111658.0,109922.0,110149.0
2025-10-24 20:00:00,110086.0,110896.0,109873.0,110631.0
2025-10-25 00:00:00,110534.0,111112.0,110534.0,110998.0
2025-10-25 04:00:00,111030.0,111142.0,110742.0,111037.0
2025-10-25 08:00:00,111051.0,111690.0,111051.0,111516.0
2025-10-25 12:00:00,111508.0,111790.0,111428.0,111600.0
2025-10-25 16:00:00,111594.0,111887.0,111435.0,111454.0
2025-10-25 20:00:00,111415.0,111693.0,111216.0,111589.0
2025-10-26 00:00:00,111612.0,111688.0,111367.0,111620.0
2025-10-26 04:00:00,111632.0,111864.0,111286.0,111319.0
2025-10-26 08:00:00,111278.0,111728.0,111278.0,111714.0
2025-10-26 12:00:00,111739.0,113256.0,111739.0,113256.0
2025-10-26 16:00:00,113283.0,113851.0,113283.0,113619.0
2025-10-26 20:00:00,113680.0,113757.0,113353.0,113577.0
2025-10-27 00:00:00,113548.0,114816.0,113083.0,114476.0
2025-10-27 04:00:00,114419.0,115425.0,114419.0,114984.0
2025-10-27 08:00:00,114972.0,116032.0,114972.0,115579.0
2025-10-27 12:00:00,115527.0,115571.0,114862.0,115342.0
2025-10-27 16:00:00,115359.0,115359.0,114634.0,114914.0
2025-10-27 20:00:00,114978.0,115755.0,114828.0,114851.0
2025-10-28 00:00:00,114830.0,114842.0,113944.0,114183.0
2025-10-28 04:00:00,114085.0,114459.0,113822.0,113843.0
2025-10-28 08:00:00,113894.0,114291.0,113599.0,114181.0
2025-10-28 12:00:00,114189.0,114603.0,114140.0,114330.0
2025-10-28 16:00:00,114347.0,116041.0,114156.0,114681.0
2025-10-28 20:00:00,114670.0,115563.0,113633.0,113795.0
2025-10-29 00:00:00,113617.0,113617.0,112412.0,112950.0
2025-10-29 04:00:00,112894.0,112894.0,112249.0,112554.0
2025-10-29 08:00:00,112524.0,113533.0,112524.0,113533.0
2025-10-29 12:00:00,113560.0,113567.0,112857.0,113129.0
2025-10-29 16:00:00,113201.0,113536.0,111501.0,111501.0
2025-10-29 20:00:00,111402.0,111897.0,110020.0,110741.0
2025-10-30 00:00:00,110621.0,111758.0,110016.0,110047.0
2025-10-30 04:00:00,110026.0,110964.0,109940.0,110596.0
2025-10-30 08:00:00,110695.0,111519.0,108201.0,111315.0
2025-10-30 12:00:00,111361.0,111361.0,109790.0,109790.0
2025-10-30 16:00:00,109768.0,109768.0,107451.0,107633.0
2025-10-30 20:00:00,107675.0,108082.0,106522.0,106786.0
2025-10-31 00:00:00,106464.0,108241.0,106464.0,108241.0
2025-10-31 04:00:00,108409.0,109976.0,108409.0,109144.0
2025-10-31 08:00:00,109204.0,110141.0,109204.0,109369.0
2025-10-31 12:00:00,109421.0,110325.0,109281.0,110325.0
2025-10-31 16:00:00,110542.0,110845.0,109590.0,110323.0
2025-10-31 20:00:00,110164.0,110164.0,108655.0,109936.0
2025-11-01 00:00:00,109593.0,109730.0,109404.0,109574.0
2025-11-01 04:00:00,109567.0,110130.0,109407.0,110083.0
2025-11-01 08:00:00,110241.0,110301.0,109904.0,110017.0
2025-11-01 12:00:00,110040.0,110170.0,109848.0,110083.0
2025-11-01 16:00:00,110073.0,110187.0,109713.0,110123.0
2025-11-01 20:00:00,110237.0,110434.0,110190.0,110278.0
2025-11-02 00:00:00,110269.0,110415.0,109915.0,110014.0
2025-11-02 04:00:00,110067.0,110116.0,109874.0,109977.0
2025-11-02 08:00:00,110007.0,110985.0,110000.0,110985.0
2025-11-02 12:00:00,110883.0,111058.0,110358.0,111058.0
2025-11-02 16:00:00,111095.0,111130.0,110211.0,110211.0
2025-11-02 20:00:00,110058.0,110299.0,109778.0,110103.0
2025-11-03 00:00:00,110154.0,110650.0,109581.0,110650.0
2025-11-03 04:00:00,110500.0,110665.0,107961.0,107961.0
2025-11-03 08:00:00,107978.0,107978.0,107181.0,107533.0
2025-11-03 12:00:00,107456.0,107828.0,107047.0,107779.0
2025-11-03 16:00:00,107783.0,108151.0,105782.0,105782.0
2025-11-03 20:00:00,105802.0,107572.0,105540.0,107145.0
2025-11-04 00:00:00,107115.0,107115.0,106129.0,106521.0
2025-11-04 04:00:00,106452.0,107161.0,105966.0,107127.0
2025-11-04 08:00:00,107170.0,107189.0,104257.0,104500.0
2025-11-04 12:00:00,104429.0,104560.0,103656.0,104527.0
