timestamp,open,high,low,close,returns,ma_5,ma_20
2025-10-09 16:00:00,122801.0,123548.0,120923.0,121244.0,-0.012662969568156046,122284.6,122996.2
2025-10-09 20:00:00,121193.0,121388.0,119967.0,121068.0,-0.0014516182244069809,121827.6,122836.75
2025-10-10 00:00:00,121015.0,121772.0,120927.0,121698.0,0.005203687184061945,121759.0,122661.9
2025-10-10 04:00:00,121719.0,121889.0,121038.0,121271.0,-0.003508685434436054,121616.0,122456.7
2025-10-10 08:00:00,121139.0,121712.0,121034.0,121125.0,-0.0012039151981925178,121281.2,122274.25
2025-10-10 12:00:00,120993.0,121752.0,120993.0,121626.0,0.004136222910216647,121357.6,122138.6
2025-10-10 16:00:00,121581.0,122359.0,118987.0,119153.0,-0.020332823573906866,120974.6,121910.5
2025-10-10 20:00:00,118903.0,119329.0,116242.0,116954.0,-0.018455263400837585,120025.8,121530.5
2025-10-11 00:00:00,116743.0,117092.0,105896.0,113202.0,-0.03208098910682833,118412.0,121109.0
2025-10-11 04:00:00,113044.0,113366.0,111308.0,112216.0,-0.008710093461246293,116630.2,120630.9
2025-10-11 08:00:00,112321.0,113034.0,110434.0,110434.0,-0.015880088400941017,114391.8,120076.65
2025-10-11 12:00:00,110482.0,112401.0,110393.0,112327.0,0.017141460057590985,113026.6,119625.9
2025-10-11 16:00:00,112324.0,112576.0,112008.0,112030.0,-0.0026440659859161553,112041.8,119153.15
2025-10-11 20:00:00,111980.0,112246.0,111094.0,111094.0,-0.008354904936177854,111620.2,118563.6
2025-10-12 00:00:00,111323.0,111323.0,109965.0,110853.0,-0.002169334077447904,111347.6,117997.7
2025-10-12 04:00:00,110655.0,111151.0,109862.0,110810.0,-0.0003879010942419159,111422.8,117364.2
2025-10-12 08:00:00,110767.0,112008.0,110767.0,111610.0,0.007219565021207464,111279.4,116777.05
2025-10-12 12:00:00,111627.0,112070.0,111247.0,111850.0,0.0021503449511692807,111243.4,116267.5
2025-10-12 16:00:00,111882.0,113508.0,111276.0,113239.0,0.01241841752346895,111672.4,115830.15
2025-10-12 20:00:00,113766.0,114551.0,113613.0,114410.0,0.010340960269871635,112383.8,115410.7
2025-10-13 00:00:00,114658.0,115546.0,114541.0,115190.0,0.006817585875360521,113259.8,115108.0
2025-10-13 04:00:00,115061.0,115792.0,114822.0,114822.0,-0.003194721764042008,113902.2,114795.7
2025-10-13 08:00:00,115022.0,115570.0,114592.0,115298.0,0.0041455470206057665,114591.8,114475.7
2025-10-13 12:00:00,115346.0,115454.0,113968.0,114447.0,-0.00738087390934794,114833.4,114134.5
2025-10-13 16:00:00,114189.0,115479.0,114005.0,114460.0,0.00011358969654073903,114843.4,113801.25
2025-10-13 20:00:00,114699.0,115934.0,114380.0,115934.0,0.012877861261576085,114992.2,113516.65
2025-10-14 00:00:00,115903.0,115903.0,115179.0,115222.0,-0.006141425293701541,115072.2,113320.1
2025-10-14 04:00:00,115227.0,115406.0,113431.0,113694.0,-0.013261356338199248,114751.4,113157.1
2025-10-14 08:00:00,113638.0,113638.0,111670.0,111670.0,-0.017802170739001144,114196.0,113080.5
2025-10-14 12:00:00,111655.0,112158.0,110256.0,111452.0,-0.0019521805319244745,113594.4,113042.3
2025-10-14 16:00:00,111201.0,112668.0,110456.0,112668.0,0.010910526504683604,112941.2,113154.0
