timestamp,open,high,low,close,returns,ma_5,ma_20,EMA_fast,EMA_slow,signal,crossover
2025-11-04 08:00:00.000000,107170.0,107189.0,104257.0,104500.0,-0.0245222959664697,106215.0,108896.5,106261.04571388933,108169.83901970238,-1,0.0
2025-11-04 12:00:00.000000,104429.0,104560.0,103656.0,104527.0,0.0002583732057417,105964.0,108618.7,105683.03047592622,107822.90197020692,-1,0.0
2025-11-04 18:51:55.584233,,,,100908.07,,,,104091.37698395082,107164.34654447292,-1,0.0
2025-11-04 18:52:38.638525,,,,100802.0,,,,102994.91798930056,106558.40877833264,-1,0.0
2025-11-04 18:52:59.183223,,,,100802.0,,,,102263.9453262004,106010.17937087239,-1,0.0
2025-11-04 18:53:19.690965,,,,100802.0,,,,101776.63021746694,105514.16228793215,-1,0.0
2025-11-04 18:54:47.523187,,,,101257.13,,,,101603.4634783113,105108.73064146243,-1,0.0
2025-11-04 18:56:45.069132,,,,101160.0,,,,101455.6423188742,104732.66105656125,-1,0.0
2025-11-04 18:57:05.502028,,,,101160.0,,,,101357.09487924947,104392.40762260303,-1,0.0
2025-11-04 18:57:25.965635,,,,101160.0,,,,101291.39658616633,104084.55927759322,-1,0.0
2025-11-04 18:57:46.395086,,,,101160.0,,,,101247.59772411089,103806.02982258433,-1,0.0
2025-11-04 18:59:06.587707,,,,101400.68,,,,101298.62514940728,103576.94888710011,-1,0.0
2025-11-04 19:00:27.119917,,,,101314.71,,,,101303.98676627153,103361.49756451914,-1,0.0
2025-11-04 19:02:00.798675,,,,101340.23,,,,101316.06784418102,103168.9958917078,-1,0.0
2025-11-04 19:03:28.009070,,,,101395.32,,,,101342.48522945402,103000.07437821182,-1,0.0
2025-11-04 19:04:51.820337,,,,101388.74,,,,101357.90348630268,102846.61396123927,-1,0.0
2025-11-04 19:06:15.247017,,,,101210.02,,,,101308.60899086847,102690.74786969268,-1,0.0
2025-11-04 19:07:35.472658,,,,101238.78,,,,101285.33266057898,102552.46521543623,-1,0.0
2025-11-04 19:08:51.216299,,,,101047.37,,,,101206.01177371932,102409.12281396611,-1,0.0
2025-11-04 19:09:11.907548,,,,101119.0,,,,101177.00784914622,102286.25397454076,-1,0.0
2025-11-04 19:09:32.345216,,,,101202.0,,,,101185.33856609749,102182.99169125115,-1,0.0
2025-11-04 19:09:52.784035,,,,101202.0,,,,101190.89237739834,102089.56391113199,-1,0.0
2025-11-04 19:10:13.231064,,,,101202.0,,,,101194.59491826557,102005.0340148337,-1,0.0
2025-11-04 19:13:01.995293,,,,101072.41,,,,101153.86661217705,101916.21268008764,-1,0.0
2025-11-04 19:14:25.525859,,,,101309.23,,,,101205.65440811805,101858.40480579357,-1,0.0
