timestamp,open,high,low,close,returns,ma_5,ma_20,EMA_fast,EMA_slow,signal,crossover
2025-10-31 04:00:00.000000,108409.0,109976.0,108409.0,109144.0,0.0083424949880359,108318.8,111648.65,109144.0,109144.0,0,
2025-10-31 08:00:00.000000,109204.0,110141.0,109204.0,109369.0,0.0020614967382539,108234.6,111407.95,109219.0,109165.42857142857,1,1.0
2025-10-31 12:00:00.000000,109421.0,110325.0,109281.0,110325.0,0.0087410509376515,108773.0,111232.05,109587.66666666667,109275.86394557822,1,0.0
2025-10-31 16:00:00.000000,110542.0,110845.0,109590.0,110323.0,-1.812825742120161e-05,109480.4,111039.15,109832.77777777778,109375.59118885649,1,0.0
2025-10-31 20:00:00.000000,110164.0,110164.0,108655.0,109936.0,-0.00350788140279,109819.4,110819.45,109867.1851851852,109428.96345658445,1,0.0
2025-11-01 00:00:00.000000,109593.0,109730.0,109404.0,109574.0,-0.0032928249163149,109905.4,110564.1,109769.45679012348,109442.77646071927,1,0.0
2025-11-01 04:00:00.000000,109567.0,110130.0,109407.0,110083.0,0.0046452625622865,110048.2,110378.5,109873.97119341567,109503.75013112696,1,0.0
2025-11-01 08:00:00.000000,110241.0,110301.0,109904.0,110017.0,-0.0005995476140729,109986.6,110231.85,109921.64746227712,109552.63107101963,1,0.0
2025-11-01 12:00:00.000000,110040.0,110170.0,109848.0,110083.0,0.0005999072870557,109938.6,110108.3,109975.43164151808,109603.14239758918,1,0.0
2025-11-01 16:00:00.000000,110073.0,110187.0,109713.0,110123.0,0.0003633621903473,109976.0,109937.8,110024.6210943454,109652.65264543783,1,0.0
2025-11-01 20:00:00.000000,110237.0,110434.0,110190.0,110278.0,0.0014075170491179,110116.8,109795.25,110109.0807295636,109712.20953634853,1,0.0
2025-11-02 00:00:00.000000,110269.0,110415.0,109915.0,110014.0,-0.0023939498358693,110103.0,109720.9,110077.38715304241,109740.95148526772,1,0.0
2025-11-02 04:00:00.000000,110067.0,110116.0,109874.0,109977.0,-0.0003363208318941,110095.0,109682.7,110043.92476869495,109763.4322961946,1,0.0
2025-11-02 08:00:00.000000,110007.0,110985.0,110000.0,110985.0,0.009165552797403,110275.4,109729.6,110357.61651246331,109879.7720775094,1,0.0
2025-11-02 12:00:00.000000,110883.0,111058.0,110358.0,111058.0,0.0006577465423256,110462.4,109752.7,110591.07767497555,109991.98426060376,1,0.0
2025-11-02 16:00:00.000000,111095.0,111130.0,110211.0,110211.0,-0.0076266455365664,110449.0,109697.5,110464.38511665037,110012.84290245101,1,0.0
2025-11-02 20:00:00.000000,110058.0,110299.0,109778.0,110103.0,-0.0009799384816397,110466.8,109713.15,110343.92341110026,110021.42929269378,1,0.0
2025-11-03 00:00:00.000000,110154.0,110650.0,109581.0,110650.0,0.0049680753476291,110601.4,109864.0,110445.9489407335,110081.29316958008,1,0.0
2025-11-03 04:00:00.000000,110500.0,110665.0,107961.0,107961.0,-0.0243018526886579,109996.6,109922.75,109617.63262715568,109879.36048676293,-1,-2.0
2025-11-03 08:00:00.000000,107978.0,107978.0,107181.0,107533.0,-0.0039643945498837,109291.6,109887.35,108922.75508477046,109655.8975832617,-1,0.0
2025-11-03 12:00:00.000000,107456.0,107828.0,107047.0,107779.0,0.0022876698315865,108805.2,109819.1,108541.50338984697,109477.14543247488,-1,0.0
2025-11-03 16:00:00.000000,107783.0,108151.0,105782.0,105782.0,-0.0185286558606035,107941.0,109639.75,107621.66892656466,109125.22681985822,-1,0.0
2025-11-03 20:00:00.000000,105802.0,107572.0,105540.0,107145.0,0.0128849898848575,107240.0,109480.75,107462.77928437645,108936.63378939552,-1,0.0
2025-11-04 00:00:00.000000,107115.0,107115.0,106129.0,106521.0,-0.0058238835223295,106952.0,109290.65,107148.85285625097,108706.5734285007,-1,0.0
2025-11-04 04:00:00.000000,106452.0,107161.0,105966.0,107127.0,0.0056890190666629,106870.8,109150.2,107141.56857083399,108556.1378638816,-1,0.0
